  33.71
 165.00
 577320463
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1990 08 02 12	49075.20	5.09	363.50	0.00	26.38	26.38	2528.20
1990 08 03 12	49075.20	0.44	430.15	0.00	26.52	26.52	2523.84
1990 08 04 12	48739.17	0.42	413.55	0.00	27.60	27.60	2720.71
1990 08 05 12	48729.60	1.36	380.92	0.00	27.58	27.58	2771.37
1990 08 06 12	48729.60	1.84	439.63	0.00	25.72	25.72	2470.90
1990 08 07 12	48650.94	0.06	603.27	0.00	22.43	22.43	1863.26
1990 08 08 12	48384.00	0.00	375.25	0.00	20.55	20.55	1653.60
1990 08 09 12	48384.00	0.00	611.81	0.00	22.18	22.18	1686.27
1990 08 10 12	48384.00	0.00	561.62	0.00	24.92	24.92	2115.60
1990 08 11 12	48038.40	0.00	600.26	0.00	24.84	24.84	2099.15
1990 08 12 12	48038.40	0.18	577.29	0.00	26.85	26.85	2116.36
1990 08 13 12	48038.40	0.01	564.34	0.00	27.00	27.00	2143.48
1990 08 14 12	47692.80	1.41	293.23	0.00	26.81	26.81	2395.32
1990 08 15 12	47692.80	0.58	532.60	0.00	27.05	27.05	2438.47
1990 08 16 12	47692.80	0.00	502.94	0.00	28.72	28.72	2452.54
1990 08 17 12	47347.20	0.00	405.78	0.00	29.70	29.70	2585.64
1990 08 18 12	47347.20	0.23	441.69	0.00	30.17	30.17	2664.34
1990 08 19 12	47347.20	0.67	421.11	0.00	30.37	30.37	2835.28
1990 08 20 12	47001.60	3.81	478.42	0.00	30.58	30.58	2711.59
1990 08 21 12	47001.60	4.69	471.58	0.00	29.53	29.53	2660.74
1990 08 22 12	47001.60	6.88	297.59	0.00	29.09	29.09	2909.56
1990 08 23 12	46656.00	0.00	314.44	0.00	28.08	28.08	2869.41
1990 08 24 12	46656.00	0.00	579.05	0.00	27.32	27.32	2526.51
1990 08 25 12	46656.00	0.00	574.43	0.00	27.48	27.48	2309.83
1990 08 26 12	46310.40	0.00	544.31	0.00	28.89	28.89	2504.52
1990 08 27 12	46310.40	0.00	507.84	0.00	29.07	29.07	2826.56
1990 08 28 12	46310.40	0.00	557.01	0.00	30.43	30.43	2834.67
1990 08 29 12	45964.80	0.00	569.42	0.00	29.52	29.52	2808.53
1990 08 30 12	45964.80	3.84	440.43	0.00	29.66	29.66	2863.95
1990 08 31 12	45964.80	0.11	571.05	0.00	25.88	25.88	2132.52
1990 09 01 12	45619.20	2.31	300.72	0.00	26.58	26.58	2491.00
1990 09 02 12	45619.20	0.67	237.65	0.00	27.04	27.04	2742.41
1990 09 03 12	45334.21	2.32	439.15	0.00	28.68	28.68	2680.31
1990 09 04 12	45273.60	0.00	496.17	0.00	29.48	29.48	2531.05
1990 09 05 12	45273.60	0.14	502.57	0.00	29.12	29.12	2478.91
1990 09 06 12	44928.00	0.30	477.39	0.00	28.54	28.54	2528.42
1990 09 07 12	44928.00	0.00	456.63	0.00	28.48	28.48	2577.07
1990 09 08 12	44928.00	0.00	474.26	0.00	28.56	28.56	2496.52
1990 09 09 12	44582.40	0.92	469.57	0.00	27.28	27.28	2415.41
1990 09 10 12	44582.40	4.08	435.51	0.00	27.71	27.71	2507.94
1990 09 11 12	44582.40	2.00	330.30	0.00	27.14	27.14	2472.99
1990 09 12 12	44236.80	4.76	288.78	0.00	27.14	27.14	2591.18
1990 09 13 12	44236.80	17.96	265.16	0.00	26.67	26.67	2650.93
1990 09 14 12	43891.20	5.06	281.91	0.00	26.00	26.00	2601.31
1990 09 15 12	43891.20	0.08	494.96	0.00	26.54	26.54	2604.22
1990 09 16 12	43891.20	0.00	527.93	0.00	25.35	25.35	2079.45
1990 09 17 12	43545.60	0.00	506.43	0.00	21.77	21.77	1472.16
1990 09 18 12	43545.60	0.69	485.62	0.00	21.03	21.03	1487.76
1990 09 19 12	43545.60	0.96	407.23	0.00	24.12	24.12	1969.45
1990 09 20 12	43200.00	1.00	336.95	0.00	26.97	26.97	2584.82
1990 09 21 12	43200.00	1.74	299.44	0.00	27.49	27.49	2627.94
1990 09 22 12	42854.40	4.71	406.34	0.00	26.11	26.11	2531.07
1990 09 23 12	42854.40	0.65	459.31	0.00	17.02	17.02	1331.48
1990 09 24 12	42854.40	0.00	475.38	0.00	13.86	13.86	1018.10
1990 09 25 12	42508.80	0.00	520.22	0.00	14.92	14.92	1062.06
1990 09 26 12	42508.80	0.00	511.77	0.00	17.93	17.93	1241.68
1990 09 27 12	42508.80	0.00	502.95	0.00	21.40	21.40	1439.27
1990 09 28 12	42163.20	0.00	498.96	0.00	23.21	23.21	1542.16
1990 09 29 12	42163.20	0.61	408.64	0.00	24.46	24.46	1816.91
1990 09 30 12	41817.60	0.30	457.76	0.00	23.30	23.30	1841.45
1990 10 01 12	41817.60	1.60	424.44	0.00	23.88	23.88	1940.05
1990 10 02 12	41817.60	0.00	499.41	0.00	22.03	22.03	1712.00
1990 10 03 12	41472.00	0.76	345.12	0.00	24.04	24.04	2154.95
1990 10 04 12	41472.00	19.05	251.28	0.00	22.00	22.00	2293.77
1990 10 05 12	41472.00	1.27	518.27	0.00	20.81	20.81	1627.20
1990 10 06 12	41126.40	0.00	500.63	0.00	20.98	20.98	1306.13
1990 10 07 12	41126.40	0.05	419.41	0.00	23.90	23.90	1921.03
1990 10 08 12	41065.79	0.26	228.70	0.00	26.03	26.03	2524.28
1990 10 09 12	40780.80	0.01	446.12	0.00	24.96	24.96	2189.94
1990 10 10 12	40780.80	0.00	430.99	0.00	18.90	18.90	1584.78
1990 10 11 12	40435.20	0.00	424.30	0.00	13.86	13.86	1108.05
1990 10 12 12	40435.20	1.02	374.35	0.00	17.53	17.53	1599.57
1990 10 13 12	40435.20	0.00	328.08	0.00	18.76	18.76	1550.79
1990 10 14 12	40089.60	0.00	486.06	0.00	17.55	17.55	1185.16
1990 10 15 12	40089.60	0.00	473.12	0.00	19.16	19.16	1258.35
1990 10 16 12	40089.60	3.14	465.27	0.00	21.16	21.16	1482.57
1990 10 17 12	39744.00	5.44	338.92	0.00	20.06	20.06	1718.45
1990 10 18 12	39744.00	11.03	434.87	0.00	18.76	18.76	1721.59
1990 10 19 12	39744.00	0.00	478.04	0.00	10.59	10.59	786.75
1990 10 20 12	39398.40	0.00	470.12	0.00	13.09	13.09	894.25
1990 10 21 12	39398.40	1.56	108.27	0.00	15.42	15.42	1502.17
1990 10 22 12	39398.40	21.61	183.00	0.00	16.72	16.72	1781.86
1990 10 23 12	39052.80	0.70	412.84	0.00	14.76	14.76	1355.56
1990 10 24 12	39052.80	0.00	454.87	0.00	12.78	12.78	1032.17
1990 10 25 12	39052.80	0.00	456.86	0.00	10.41	10.41	799.78
1990 10 26 12	38707.20	0.00	458.74	0.00	7.07	7.07	606.31
1990 10 27 12	38707.20	0.00	449.48	0.00	9.22	9.22	673.03
1990 10 28 12	38707.20	0.00	447.85	0.00	13.66	13.66	788.19
1990 10 29 12	38361.60	0.00	449.90	0.00	10.07	10.07	653.08
1990 10 30 12	38361.60	0.00	442.51	0.00	12.73	12.73	723.08
1990 10 31 12	38361.60	0.00	438.55	0.00	15.45	15.45	855.59
1990 11 01 12	38016.00	0.00	394.44	0.00	16.63	16.63	928.96
1990 11 02 12	38016.00	0.00	388.48	0.00	16.39	16.39	990.65
1990 11 03 12	38016.00	0.00	375.03	0.00	17.61	17.61	1197.35
1990 11 04 12	37749.06	0.09	370.12	0.00	18.82	18.82	1347.64
1990 11 05 12	37670.40	8.47	224.09	0.00	16.68	16.68	1478.29
1990 11 06 12	37670.40	0.00	382.73	0.00	8.36	8.36	788.28
1990 11 07 12	37660.83	0.27	337.02	0.00	10.32	10.32	853.95
1990 11 08 12	37324.80	0.04	311.81	0.00	10.59	10.59	838.75
1990 11 09 12	37324.80	42.12	155.37	0.00	13.46	13.46	1280.87
1990 11 10 12	37324.80	2.21	374.74	0.00	9.92	9.92	961.35
1990 11 11 12	37132.62	0.00	369.49	0.00	9.41	9.41	746.53
1990 11 12 12	36979.20	0.00	362.73	0.00	13.12	13.12	978.80
1990 11 13 12	36979.20	0.00	364.57	0.00	12.76	12.76	894.16
1990 11 14 12	36979.20	0.00	362.98	0.00	14.80	14.80	891.81
1990 11 15 12	36712.26	0.00	360.06	0.00	14.35	14.35	1000.87
1990 11 16 12	36633.60	0.00	321.95	0.00	15.28	15.28	1142.15
1990 11 17 12	36633.60	0.30	368.24	0.00	13.31	13.31	952.42
1990 11 18 12	36633.60	0.00	322.97	0.00	8.65	8.65	686.61
1990 11 19 12	36441.43	0.00	259.59	0.00	10.70	10.70	721.05
1990 11 20 12	36288.00	0.00	142.48	0.00	16.31	16.31	1125.16
1990 11 21 12	36288.00	0.00	322.62	0.00	17.16	17.16	1293.65
1990 11 22 12	36288.00	4.40	113.10	0.00	14.22	14.22	1336.38
1990 11 23 12	36278.43	3.63	324.19	0.00	16.66	16.66	1517.36
1990 11 24 12	36021.06	0.00	346.13	0.00	12.68	12.68	890.85
1990 11 25 12	35942.40	0.00	342.04	0.00	12.47	12.47	956.50
1990 11 26 12	35942.40	0.00	195.07	0.00	17.19	17.19	1475.61
1990 11 27 12	35942.40	0.05	310.58	0.00	21.48	21.48	2031.15
1990 11 28 12	35942.40	41.24	121.54	0.00	18.72	18.72	1877.11
1990 11 29 12	35819.48	0.43	348.07	0.00	7.46	7.46	756.50
1990 11 30 12	35613.81	0.00	347.54	0.00	4.60	4.60	481.62
1990 12 01 12	35596.80	0.00	275.63	0.00	6.71	6.71	618.09
1990 12 02 12	35596.80	15.70	110.55	0.00	12.70	12.70	1256.28
1990 12 03 12	35596.80	31.13	190.14	0.00	16.23	16.23	1652.07
1990 12 04 12	35596.80	0.08	317.44	0.00	4.58	4.58	606.56
1990 12 05 12	35596.80	0.00	325.32	0.00	2.27	2.27	436.97
1990 12 06 12	35473.89	0.01	321.15	0.00	4.78	4.78	487.02
1990 12 07 12	35329.86	0.71	86.54	0.00	7.38	7.38	738.81
1990 12 08 12	35251.20	0.17	326.65	0.00	4.96	4.96	568.86
1990 12 09 12	35251.20	0.00	318.83	0.00	6.15	6.15	528.65
1990 12 10 12	35251.20	0.00	319.34	0.00	8.76	8.76	625.68
1990 12 11 12	35251.20	0.00	310.73	0.00	9.72	9.72	675.05
1990 12 12 12	35251.20	0.00	277.12	0.00	10.19	10.19	863.08
1990 12 13 12	35251.20	0.12	237.18	0.00	14.93	14.93	1383.60
1990 12 14 12	35251.20	0.17	238.44	0.00	15.35	15.35	1372.99
1990 12 15 12	35251.20	2.08	132.67	0.00	16.40	16.40	1586.17
1990 12 16 12	35251.20	0.98	97.23	0.00	13.77	13.77	1290.99
1990 12 17 12	35251.20	8.78	93.75	0.00	14.99	14.99	1593.93
1990 12 18 12	35251.20	6.28	174.59	0.00	17.76	17.76	1880.80
1990 12 19 12	35251.20	1.88	302.75	0.00	11.96	11.96	1125.40
1990 12 20 12	35251.20	2.99	193.65	0.00	13.92	13.92	1386.89
1990 12 21 12	35251.20	1.86	157.32	0.00	18.05	18.05	1807.23
1990 12 22 12	35251.20	59.43	145.71	0.00	18.30	18.30	1971.85
1990 12 23 12	35251.20	34.46	118.65	0.00	10.75	10.75	1224.55
1990 12 24 12	35251.20	0.22	309.96	0.00	-2.19	-2.19	352.70
1990 12 25 12	35251.20	0.00	282.93	0.00	-2.07	-2.07	295.14
1990 12 26 12	35251.20	0.02	204.85	0.00	1.30	1.30	411.73
1990 12 27 12	35251.20	3.55	60.31	0.00	4.36	4.36	694.81
1990 12 28 12	35251.20	4.76	183.78	0.00	11.47	11.47	1217.74
1990 12 29 12	35251.20	2.10	202.89	0.00	17.04	17.04	1666.16
1990 12 30 12	35251.20	6.42	187.12	0.00	19.51	19.51	1963.74
1990 12 31 12	35251.20	5.52	319.08	0.00	4.78	4.78	745.81
1991 01 01 12	35251.20	0.00	272.85	0.00	3.45	3.45	582.16
1991 01 02 12	35251.20	0.07	156.73	0.00	6.22	6.22	786.77
1991 01 03 12	35268.21	11.52	131.64	0.00	7.72	7.72	922.75
1991 01 04 12	35404.62	0.37	238.02	0.00	5.94	5.94	748.92
1991 01 05 12	35536.19	0.02	299.73	0.00	9.24	9.24	955.15
1991 01 06 12	35596.80	1.46	98.65	0.00	12.22	12.22	1305.45
1991 01 07 12	35596.80	8.38	140.08	0.00	13.91	13.91	1468.16
1991 01 08 12	35596.80	0.36	286.06	0.00	10.66	10.66	1082.14
1991 01 09 12	35596.80	1.54	138.11	0.00	11.40	11.40	1144.55
1991 01 10 12	35596.80	18.39	135.36	0.00	10.16	10.16	1140.06
1991 01 11 12	35675.46	5.70	187.62	0.00	13.93	13.93	1434.79
1991 01 12 12	35932.83	0.40	212.81	0.00	7.39	7.39	903.37
1991 01 13 12	35942.40	0.00	328.90	0.00	2.78	2.78	549.50
1991 01 14 12	35942.40	0.07	309.08	0.00	3.69	3.69	567.39
1991 01 15 12	35942.40	7.39	100.80	0.00	5.00	5.00	771.00
1991 01 16 12	35942.40	2.82	244.43	0.00	9.75	9.75	1053.59
1991 01 17 12	36165.09	0.36	328.02	0.00	8.31	8.31	784.30
1991 01 18 12	36288.00	1.10	312.06	0.00	8.65	8.65	707.58
1991 01 19 12	36288.00	2.22	151.96	0.00	8.63	8.63	982.58
1991 01 20 12	36288.00	0.12	252.91	0.00	9.44	9.44	1015.96
1991 01 21 12	36305.01	0.05	236.75	0.00	3.45	3.45	544.37
1991 01 22 12	36624.03	0.00	344.68	0.00	-1.73	-1.73	315.11
1991 01 23 12	36633.60	0.00	165.78	0.00	1.45	1.45	426.54
1991 01 24 12	36633.60	10.45	142.50	0.00	4.34	4.34	712.53
1991 01 25 12	36633.60	0.15	351.17	0.00	3.64	3.64	573.11
1991 01 26 12	36918.59	0.01	328.50	0.00	4.97	4.97	540.73
1991 01 27 12	36979.20	0.82	224.12	0.00	7.39	7.39	746.29
1991 01 28 12	36979.20	5.65	301.09	0.00	10.90	10.90	1099.08
1991 01 29 12	36979.20	1.63	139.41	0.00	10.72	10.72	1082.60
1991 01 30 12	37315.23	8.32	189.39	0.00	13.13	13.13	1382.56
1991 01 31 12	37324.80	0.10	369.04	0.00	5.02	5.02	653.09
1991 02 01 12	37324.80	0.00	373.20	0.00	3.52	3.52	411.16
1991 02 02 12	37403.46	0.00	373.23	0.00	5.92	5.92	502.79
1991 02 03 12	37670.40	0.00	326.57	0.00	10.36	10.36	861.35
1991 02 04 12	37670.40	0.00	220.61	0.00	15.90	15.90	1407.07
1991 02 05 12	37670.40	5.80	94.96	0.00	15.35	15.35	1535.91
1991 02 06 12	38006.43	3.34	239.30	0.00	16.06	16.06	1566.02
1991 02 07 12	38016.00	0.31	333.61	0.00	12.02	12.02	1145.44
1991 02 08 12	38016.00	0.00	388.05	0.00	6.55	6.55	751.21
1991 02 09 12	38238.69	0.00	386.54	0.00	6.27	6.27	671.95
1991 02 10 12	38361.60	0.00	319.92	0.00	9.01	9.01	755.60
1991 02 11 12	38361.60	0.00	393.19	0.00	7.99	7.99	687.07
1991 02 12 12	38440.26	0.00	375.92	0.00	9.43	9.43	658.56
1991 02 13 12	38707.20	6.92	171.11	0.00	12.74	12.74	1194.18
1991 02 14 12	38707.20	1.12	390.79	0.00	12.22	12.22	1061.87
1991 02 15 12	38724.21	0.00	340.85	0.00	1.30	1.30	303.93
1991 02 16 12	39052.80	0.00	412.65	0.00	-2.30	-2.30	218.04
1991 02 17 12	39052.80	14.25	161.11	0.00	1.69	1.69	541.20
1991 02 18 12	39069.81	24.83	122.14	0.00	12.75	12.75	1417.27
1991 02 19 12	39398.40	76.08	182.71	0.00	16.14	16.14	1744.41
1991 02 20 12	39398.40	21.49	144.02	0.00	14.41	14.41	1511.12
1991 02 21 12	39415.41	1.19	132.52	0.00	11.48	11.48	1190.82
1991 02 22 12	39744.00	24.12	92.53	0.00	13.50	13.50	1456.75
1991 02 23 12	39744.00	10.24	385.60	0.00	9.58	9.58	999.99
1991 02 24 12	39897.43	0.02	291.09	0.00	12.48	12.48	1128.59
1991 02 25 12	40089.60	0.03	167.96	0.00	10.56	10.56	1071.47
1991 02 26 12	40089.60	1.27	419.90	0.00	3.56	3.56	614.75
1991 02 27 12	40425.63	0.00	341.01	0.00	5.02	5.02	583.85
1991 02 28 12	40435.20	0.00	429.25	0.00	7.84	7.84	700.90
1991 03 01 12	40435.20	27.23	199.28	0.00	8.88	8.88	998.28
1991 03 02 12	40780.80	9.23	416.79	0.00	16.77	16.77	1642.08
1991 03 03 12	40780.80	35.02	134.01	0.00	13.07	13.07	1376.51
1991 03 04 12	40780.80	0.16	470.38	0.00	5.16	5.16	698.61
1991 03 05 12	41126.40	0.12	434.27	0.00	9.52	9.52	860.44
1991 03 06 12	41126.40	0.00	443.54	0.00	15.70	15.70	1536.10
1991 03 07 12	41126.40	1.07	274.91	0.00	14.04	14.04	1275.98
1991 03 08 12	41472.00	0.82	337.34	0.00	7.94	7.94	752.60
1991 03 09 12	41472.00	0.00	491.62	0.00	6.90	6.90	634.81
1991 03 10 12	41817.60	0.00	497.88	0.00	5.84	5.84	496.20
1991 03 11 12	41817.60	0.00	492.00	0.00	8.52	8.52	562.14
1991 03 12 12	41817.60	3.20	302.74	0.00	11.12	11.12	1035.11
1991 03 13 12	42163.20	5.95	467.99	0.00	15.77	15.77	1464.50
1991 03 14 12	42163.20	0.00	260.47	0.00	8.80	8.80	861.38
1991 03 15 12	42163.20	0.00	429.39	0.00	7.13	7.13	741.91
1991 03 16 12	42508.80	0.01	368.04	0.00	11.78	11.78	987.92
1991 03 17 12	42508.80	7.16	249.11	0.00	11.95	11.95	1213.48
1991 03 18 12	42844.83	1.92	471.00	0.00	14.74	14.74	1400.26
1991 03 19 12	42854.40	0.00	502.15	0.00	11.30	11.30	928.77
1991 03 20 12	42854.40	0.00	396.42	0.00	14.12	14.12	983.39
1991 03 21 12	43200.00	0.00	420.87	0.00	16.54	16.54	1518.72
1991 03 22 12	43200.00	0.59	436.25	0.00	22.62	22.62	2205.82
1991 03 23 12	43200.00	7.75	489.28	0.00	21.52	21.52	1741.15
1991 03 24 12	43545.60	0.00	516.54	0.00	16.39	16.39	936.69
1991 03 25 12	43545.60	0.00	515.85	0.00	16.03	16.03	874.70
1991 03 26 12	43555.17	0.01	484.31	0.00	17.96	17.96	1277.54
1991 03 27 12	43891.20	3.70	402.73	0.00	20.59	20.59	1897.17
1991 03 28 12	43891.20	26.17	198.94	0.00	17.27	17.27	1766.61
1991 03 29 12	44236.80	62.83	242.18	0.00	16.17	16.17	1707.64
1991 03 30 12	44236.80	0.44	506.02	0.00	6.83	6.83	769.46
1991 03 31 12	44236.80	0.00	531.18	0.00	6.38	6.38	651.76
1991 04 01 12	44582.40	0.00	503.68	0.00	11.82	11.82	858.35
1991 04 02 12	44582.40	0.00	505.99	0.00	15.95	15.95	972.11
1991 04 03 12	44582.40	0.00	411.33	0.00	15.81	15.81	1103.14
1991 04 04 12	44928.00	0.22	238.84	0.00	14.64	14.64	1315.26
1991 04 05 12	44928.00	0.49	277.53	0.00	18.78	18.78	1751.47
1991 04 06 12	45273.60	0.00	361.07	0.00	20.93	20.93	1891.98
1991 04 07 12	45273.60	1.08	319.65	0.00	21.66	21.66	2055.01
1991 04 08 12	45273.60	31.58	251.82	0.00	20.05	20.05	2047.51
1991 04 09 12	45619.20	4.70	396.70	0.00	21.91	21.91	2217.33
1991 04 10 12	45619.20	10.43	520.74	0.00	19.71	19.71	1557.20
1991 04 11 12	45619.20	1.41	332.65	0.00	15.00	15.00	1227.66
1991 04 12 12	45964.80	24.44	273.65	0.00	19.57	19.57	1883.72
1991 04 13 12	45964.80	18.96	324.75	0.00	21.90	21.90	2198.33
1991 04 14 12	45974.37	43.43	236.00	0.00	20.59	20.59	2139.43
1991 04 15 12	46310.40	20.19	484.54	0.00	21.57	21.57	2093.25
1991 04 16 12	46310.40	0.05	518.07	0.00	19.32	19.32	1478.61
1991 04 17 12	46502.57	0.08	466.32	0.00	20.54	20.54	1623.61
1991 04 18 12	46656.00	9.78	267.50	0.00	20.52	20.52	1904.34
1991 04 19 12	46656.00	10.02	340.33	0.00	20.70	20.70	2067.83
1991 04 20 12	46984.59	0.89	516.01	0.00	18.26	18.26	1686.56
1991 04 21 12	47001.60	0.79	413.33	0.00	12.52	12.52	1168.10
1991 04 22 12	47001.60	1.41	248.56	0.00	12.41	12.41	1244.08
1991 04 23 12	47330.19	1.39	392.01	0.00	15.46	15.46	1495.22
1991 04 24 12	47347.20	0.00	517.39	0.00	17.36	17.36	1392.17
1991 04 25 12	47347.20	0.10	430.58	0.00	18.50	18.50	1591.93
1991 04 26 12	47675.79	3.19	357.01	0.00	19.97	19.97	2014.14
1991 04 27 12	47692.80	38.16	223.47	0.00	20.02	20.02	2137.76
1991 04 28 12	47692.80	43.00	225.95	0.00	22.29	22.29	2420.06
1991 04 29 12	47959.74	33.13	239.98	0.00	22.32	22.32	2387.29
1991 04 30 12	48038.40	2.75	395.40	0.00	20.11	20.11	1963.18
1991 05 01 12	48038.40	0.83	428.89	0.00	21.62	21.62	2123.99
1991 05 02 12	48161.31	0.00	592.27	0.00	19.73	19.73	1630.36
1991 05 03 12	48384.00	1.80	342.50	0.00	18.34	18.34	1625.83
1991 05 04 12	48384.00	5.66	377.16	0.00	22.22	22.22	2254.93
1991 05 05 12	48393.57	28.98	253.08	0.00	21.61	21.61	2227.83
1991 05 06 12	48729.60	3.59	570.74	0.00	19.22	19.22	1812.55
1991 05 07 12	48729.60	0.00	594.54	0.00	14.82	14.82	1192.96
1991 05 08 12	48729.60	30.47	252.97	0.00	16.36	16.36	1586.29
1991 05 09 12	48996.54	11.65	337.78	0.00	20.17	20.17	2073.64
1991 05 10 12	49075.20	16.67	314.13	0.00	22.55	22.55	2298.26
1991 05 11 12	49075.20	33.88	254.79	0.00	22.00	22.00	2298.79
1991 05 12 12	49084.77	51.08	242.69	0.00	22.29	22.29	2373.16
1991 05 13 12	49420.80	11.92	352.42	0.00	23.37	23.37	2417.60
1991 05 14 12	49420.80	7.38	421.27	0.00	25.35	25.35	2543.00
1991 05 15 12	49420.80	2.36	323.49	0.00	25.78	25.78	2661.43
1991 05 16 12	49481.41	2.23	387.55	0.00	24.25	24.25	2512.12
1991 05 17 12	49766.40	1.28	465.75	0.00	25.24	25.24	2533.80
1991 05 18 12	49766.40	14.48	293.82	0.00	25.12	25.12	2610.22
1991 05 19 12	49766.40	7.29	315.34	0.00	24.78	24.78	2583.59
1991 05 20 12	49775.97	5.41	247.51	0.00	22.62	22.62	2346.56
1991 05 21 12	50094.99	0.00	476.64	0.00	21.84	21.84	2238.99
1991 05 22 12	50112.00	0.00	367.42	0.00	22.74	22.74	2349.96
1991 05 23 12	50112.00	0.28	273.83	0.00	24.06	24.06	2520.43
1991 05 24 12	50112.00	0.64	352.58	0.00	24.85	24.85	2634.60
1991 05 25 12	50234.91	17.06	305.73	0.00	24.01	24.01	2617.01
1991 05 26 12	50457.60	26.36	278.37	0.00	23.12	23.12	2568.35
1991 05 27 12	50457.60	14.84	327.90	0.00	22.62	22.62	2532.50
1991 05 28 12	50457.60	7.33	298.62	0.00	24.09	24.09	2605.35
1991 05 29 12	50457.60	2.28	409.26	0.00	25.66	25.66	2760.27
1991 05 30 12	50467.17	0.51	381.14	0.00	25.65	25.65	2716.64
1991 05 31 12	50724.54	0.02	468.26	0.00	26.06	26.06	2666.46
1991 06 01 12	50803.20	0.15	465.88	0.00	26.12	26.12	2588.52
1991 06 02 12	50803.20	0.98	342.92	0.00	26.21	26.21	2643.52
1991 06 03 12	50803.20	1.00	493.99	0.00	27.42	27.42	2807.93
1991 06 04 12	50803.20	3.26	460.23	0.00	28.27	28.27	2933.66
1991 06 05 12	50803.20	0.46	542.28	0.00	27.41	27.41	2709.26
1991 06 06 12	50812.77	0.00	402.65	0.00	24.26	24.26	2363.54
1991 06 07 12	50995.38	0.00	577.30	0.00	21.90	21.90	1891.78
1991 06 08 12	51131.79	0.00	581.16	0.00	20.86	20.86	1699.04
1991 06 09 12	51148.80	0.00	568.23	0.00	22.26	22.26	1850.47
1991 06 10 12	51148.80	0.27	579.56	0.00	23.66	23.66	2039.18
1991 06 11 12	51148.80	2.16	356.07	0.00	24.23	24.23	2428.69
1991 06 12 12	51148.80	2.88	311.32	0.00	24.88	24.88	2636.16
1991 06 13 12	51148.80	3.59	371.91	0.00	25.26	25.26	2680.89
1991 06 14 12	51148.80	2.96	321.99	0.00	25.87	25.87	2749.17
1991 06 15 12	51148.80	0.97	389.25	0.00	26.36	26.36	2733.62
1991 06 16 12	51148.80	9.46	347.53	0.00	26.37	26.37	2785.98
1991 06 17 12	51148.80	11.56	316.77	0.00	25.63	25.63	2727.88
1991 06 18 12	51148.80	1.73	309.46	0.00	25.49	25.49	2623.69
1991 06 19 12	51148.80	0.79	318.21	0.00	25.78	25.78	2680.27
1991 06 20 12	51148.80	0.41	357.91	0.00	26.09	26.09	2747.90
1991 06 21 12	51148.80	5.44	341.90	0.00	25.98	25.98	2700.38
1991 06 22 12	51148.80	19.15	311.60	0.00	25.37	25.37	2708.16
1991 06 23 12	51148.80	14.33	311.28	0.00	26.00	26.00	2731.89
1991 06 24 12	51148.80	15.33	280.65	0.00	25.99	25.99	2823.19
1991 06 25 12	51148.80	18.52	394.86	0.00	25.26	25.26	2666.42
1991 06 26 12	51148.80	9.06	360.79	0.00	22.86	22.86	2393.69
1991 06 27 12	51148.80	0.10	352.15	0.00	22.26	22.26	2312.93
1991 06 28 12	51148.80	0.00	450.09	0.00	25.27	25.27	2652.90
1991 06 29 12	51148.80	0.31	362.77	0.00	27.05	27.05	2727.92
1991 06 30 12	51148.80	1.90	381.53	0.00	28.02	28.02	2791.09
1991 07 01 12	51148.80	0.05	454.57	0.00	28.22	28.22	2836.83
1991 07 02 12	51148.80	0.43	407.68	0.00	29.55	29.55	2995.85
1991 07 03 12	51148.80	7.08	501.40	0.00	28.73	28.73	2901.19
1991 07 04 12	51148.80	1.24	406.31	0.00	27.68	27.68	2913.24
1991 07 05 12	51070.14	1.40	373.96	0.00	26.34	26.34	2765.64
1991 07 06 12	50926.11	1.20	440.66	0.00	26.07	26.07	2716.28
1991 07 07 12	50803.20	0.13	380.57	0.00	25.29	25.29	2652.39
1991 07 08 12	50803.20	0.00	423.44	0.00	25.39	25.39	2698.45
1991 07 09 12	50803.20	2.20	520.05	0.00	27.94	27.94	2973.43
1991 07 10 12	50803.20	0.06	432.19	0.00	28.43	28.43	3006.07
1991 07 11 12	50803.20	0.01	581.83	0.00	29.24	29.24	3023.45
1991 07 12 12	50786.19	0.00	476.44	0.00	28.33	28.33	2922.80
1991 07 13 12	50580.52	1.98	586.88	0.00	28.89	28.89	2988.77
1991 07 14 12	50457.60	3.29	387.84	0.00	28.95	28.95	2983.33
1991 07 15 12	50457.60	0.28	593.36	0.00	26.29	26.29	2505.57
1991 07 16 12	50457.60	0.22	404.76	0.00	26.67	26.67	2570.50
1991 07 17 12	50457.60	0.29	363.52	0.00	25.16	25.16	2531.67
1991 07 18 12	50378.94	2.29	358.80	0.00	25.84	25.84	2725.89
1991 07 19 12	50121.57	1.04	422.48	0.00	26.78	26.78	2824.32
1991 07 20 12	50112.00	0.32	487.39	0.00	27.51	27.51	2918.55
1991 07 21 12	50112.00	2.53	475.08	0.00	28.10	28.10	2928.25
1991 07 22 12	50112.00	0.35	361.67	0.00	28.36	28.36	2929.00
1991 07 23 12	49958.57	3.46	485.56	0.00	28.16	28.16	2871.17
1991 07 24 12	49766.40	6.93	363.54	0.00	28.18	28.18	2953.28
1991 07 25 12	49766.40	5.70	359.57	0.00	26.75	26.75	2755.97
