  33.71
 165.00
 577320463
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1987 06 16 12	51148.80	8.63	345.18	0.00	24.36	24.36	1983.21
1987 06 17 12	51148.80	6.43	349.50	0.00	24.51	24.51	2049.32
1987 06 18 12	51148.80	11.03	338.12	0.00	25.43	25.43	2173.85
1987 06 19 12	51148.80	9.19	317.53	0.00	25.29	25.29	2215.66
1987 06 20 12	51148.80	12.73	257.85	0.00	24.30	24.30	2185.84
1987 06 21 12	51148.80	7.83	352.89	0.00	23.71	23.71	2042.44
1987 06 22 12	51148.80	7.87	373.42	0.00	25.50	25.50	2190.01
1987 06 23 12	51148.80	5.83	378.07	0.00	26.64	26.64	2258.43
1987 06 24 12	51148.80	3.41	392.88	0.00	26.18	26.18	2120.69
1987 06 25 12	51148.80	0.73	514.33	0.00	26.05	26.05	2064.74
1987 06 26 12	51148.80	0.47	371.03	0.00	25.98	25.98	2078.43
1987 06 27 12	51148.80	0.16	558.61	0.00	22.59	22.59	1549.55
1987 06 28 12	51148.80	0.00	574.66	0.00	21.85	21.85	1437.85
1987 06 29 12	51148.80	0.68	447.42	0.00	23.31	23.31	1670.94
1987 06 30 12	51148.80	5.06	388.01	0.00	25.41	25.41	2007.25
1987 07 01 12	51148.80	11.45	373.64	0.00	26.25	26.25	2174.67
1987 07 02 12	51148.80	10.16	339.72	0.00	26.09	26.09	2271.75
1987 07 03 12	51148.80	7.76	332.34	0.00	26.31	26.31	2346.59
1987 07 04 12	51148.80	6.64	327.67	0.00	26.12	26.12	2318.12
1987 07 05 12	51070.14	1.73	433.96	0.00	25.52	25.52	2216.71
1987 07 06 12	50926.11	0.12	363.25	0.00	26.85	26.85	2348.77
1987 07 07 12	50803.20	0.10	478.48	0.00	26.04	26.04	2140.78
1987 07 08 12	50803.20	0.02	490.45	0.00	25.81	25.81	2126.11
1987 07 09 12	50803.20	1.05	423.23	0.00	26.15	26.15	2180.75
1987 07 10 12	50803.20	0.35	508.01	0.00	26.17	26.17	2127.76
1987 07 11 12	50803.20	0.00	499.12	0.00	26.62	26.62	2204.01
1987 07 12 12	50786.19	0.96	405.41	0.00	27.23	27.23	2315.07
1987 07 13 12	50580.52	1.93	371.35	0.00	27.70	27.70	2359.44
1987 07 14 12	50457.60	0.60	497.56	0.00	26.55	26.55	2071.41
1987 07 15 12	50457.60	0.02	558.13	0.00	23.08	23.08	1640.99
1987 07 16 12	50457.60	0.00	541.08	0.00	23.01	23.01	1670.69
1987 07 17 12	50457.60	0.00	548.85	0.00	24.16	24.16	1759.66
1987 07 18 12	50378.94	0.00	550.79	0.00	25.33	25.33	1808.80
1987 07 19 12	50121.57	0.00	553.35	0.00	25.05	25.05	1820.16
1987 07 20 12	50112.00	0.74	422.88	0.00	26.07	26.07	2042.17
1987 07 21 12	50112.00	0.52	421.53	0.00	26.81	26.81	2171.80
1987 07 22 12	50112.00	0.13	454.59	0.00	27.09	27.09	2235.55
1987 07 23 12	49958.57	0.02	478.67	0.00	27.32	27.32	2274.07
1987 07 24 12	49766.40	0.00	495.71	0.00	27.40	27.40	2278.78
1987 07 25 12	49766.40	0.00	513.34	0.00	28.51	28.51	2300.72
1987 07 26 12	49766.40	0.00	533.10	0.00	28.45	28.45	2182.16
1987 07 27 12	49687.74	0.00	526.67	0.00	28.31	28.31	2198.78
1987 07 28 12	49420.80	0.00	517.47	0.00	28.87	28.87	2274.03
1987 07 29 12	49420.80	0.00	531.30	0.00	28.12	28.12	2158.91
1987 07 30 12	49420.80	0.33	412.11	0.00	27.41	27.41	2168.77
1987 07 31 12	49267.38	0.11	533.45	0.00	28.06	28.06	2166.19
1987 08 01 12	49075.20	1.64	394.05	0.00	28.70	28.70	2311.11
1987 08 02 12	49075.20	3.37	381.49	0.00	29.27	29.27	2469.96
1987 08 03 12	49075.20	15.88	369.61	0.00	28.54	28.54	2435.26
1987 08 04 12	48739.17	13.29	358.11	0.00	27.87	27.87	2416.69
1987 08 05 12	48729.60	4.08	372.26	0.00	27.73	27.73	2382.02
1987 08 06 12	48729.60	9.20	366.76	0.00	27.67	27.67	2405.77
1987 08 07 12	48650.94	2.92	432.70	0.00	27.74	27.74	2458.30
1987 08 08 12	48384.00	0.00	468.04	0.00	27.29	27.29	2409.32
1987 08 09 12	48384.00	3.15	371.81	0.00	28.69	28.69	2601.54
1987 08 10 12	48384.00	6.36	344.75	0.00	29.26	29.26	2657.38
1987 08 11 12	48038.40	1.93	375.88	0.00	28.71	28.71	2542.26
1987 08 12 12	48038.40	0.36	381.87	0.00	28.42	28.42	2530.49
1987 08 13 12	48038.40	0.43	332.53	0.00	27.86	27.86	2518.42
1987 08 14 12	47692.80	0.11	459.40	0.00	26.55	26.55	2271.10
1987 08 15 12	47692.80	0.00	484.19	0.00	26.38	26.38	2201.47
1987 08 16 12	47692.80	9.55	354.71	0.00	27.04	27.04	2343.65
1987 08 17 12	47347.20	11.95	353.17	0.00	27.51	27.51	2413.64
1987 08 18 12	47347.20	6.40	353.73	0.00	27.38	27.38	2385.44
1987 08 19 12	47347.20	11.08	377.33	0.00	26.96	26.96	2295.11
1987 08 20 12	47001.60	3.31	484.30	0.00	26.32	26.32	2157.72
1987 08 21 12	47001.60	0.00	517.86	0.00	26.69	26.69	2073.36
1987 08 22 12	47001.60	0.00	514.58	0.00	27.09	27.09	2077.71
1987 08 23 12	46656.00	5.84	405.43	0.00	27.30	27.30	2170.79
1987 08 24 12	46656.00	1.95	494.34	0.00	28.03	28.03	2260.53
1987 08 25 12	46656.00	0.00	491.42	0.00	27.84	27.84	2265.56
1987 08 26 12	46310.40	0.00	483.78	0.00	28.04	28.04	2318.53
1987 08 27 12	46310.40	0.01	462.13	0.00	27.80	27.80	2306.06
1987 08 28 12	46310.40	0.00	472.24	0.00	27.18	27.18	2211.85
1987 08 29 12	45964.80	0.00	484.80	0.00	25.36	25.36	1968.78
1987 08 30 12	45964.80	0.00	499.55	0.00	23.71	23.71	1801.98
1987 08 31 12	45964.80	0.00	461.79	0.00	23.89	23.89	1840.56
1987 09 01 12	45619.20	0.00	490.50	0.00	21.76	21.76	1605.37
1987 09 02 12	45619.20	0.00	537.14	0.00	21.65	21.65	1442.17
1987 09 03 12	45334.21	0.00	543.01	0.00	22.35	22.35	1429.98
1987 09 04 12	45273.60	0.00	522.13	0.00	24.06	24.06	1650.81
1987 09 05 12	45273.60	1.40	369.80	0.00	24.49	24.49	1875.46
1987 09 06 12	44928.00	3.05	330.90	0.00	24.69	24.69	2094.99
1987 09 07 12	44928.00	1.52	290.18	0.00	24.37	24.37	2163.83
1987 09 08 12	44928.00	3.45	346.91	0.00	24.75	24.75	2071.30
1987 09 09 12	44582.40	1.78	362.11	0.00	24.87	24.87	1971.29
1987 09 10 12	44582.40	15.47	357.79	0.00	24.96	24.96	1991.58
1987 09 11 12	44582.40	10.23	329.05	0.00	25.41	25.41	2112.96
1987 09 12 12	44236.80	8.98	312.38	0.00	24.64	24.64	2064.21
1987 09 13 12	44236.80	5.67	327.01	0.00	23.71	23.71	1951.86
1987 09 14 12	43891.20	1.08	462.12	0.00	23.53	23.53	1835.38
1987 09 15 12	43891.20	0.00	464.55	0.00	24.16	24.16	1876.24
1987 09 16 12	43891.20	0.00	436.59	0.00	25.18	25.18	2038.82
1987 09 17 12	43545.60	8.68	306.53	0.00	25.21	25.21	2163.73
1987 09 18 12	43545.60	9.31	311.02	0.00	25.21	25.21	2123.48
1987 09 19 12	43545.60	2.68	327.82	0.00	23.28	23.28	1808.86
1987 09 20 12	43200.00	0.18	427.26	0.00	19.74	19.74	1467.67
1987 09 21 12	43200.00	0.00	475.91	0.00	19.56	19.56	1370.80
1987 09 22 12	42854.40	0.00	477.96	0.00	19.56	19.56	1311.87
1987 09 23 12	42854.40	0.00	483.23	0.00	18.18	18.18	1199.79
1987 09 24 12	42854.40	0.00	485.14	0.00	17.83	17.83	1157.36
1987 09 25 12	42508.80	0.00	495.94	0.00	17.83	17.83	1133.59
1987 09 26 12	42508.80	0.00	490.30	0.00	19.05	19.05	1220.17
1987 09 27 12	42508.80	2.04	375.95	0.00	20.37	20.37	1394.48
1987 09 28 12	42163.20	9.20	349.93	0.00	21.96	21.96	1561.02
1987 09 29 12	42163.20	5.54	330.98	0.00	21.80	21.80	1583.57
1987 09 30 12	41817.60	0.90	453.81	0.00	19.81	19.81	1334.31
1987 10 01 12	41817.60	0.00	474.60	0.00	17.11	17.11	1076.86
1987 10 02 12	41817.60	0.00	488.04	0.00	15.92	15.92	937.78
1987 10 03 12	41472.00	0.00	492.26	0.00	16.50	16.50	877.24
1987 10 04 12	41472.00	0.00	487.87	0.00	11.84	11.84	690.39
1987 10 05 12	41472.00	0.00	487.48	0.00	11.41	11.41	700.64
1987 10 06 12	41126.40	0.00	486.67	0.00	13.31	13.31	751.03
1987 10 07 12	41126.40	0.00	484.09	0.00	13.14	13.14	713.03
1987 10 08 12	41065.79	0.00	480.72	0.00	11.06	11.06	644.40
1987 10 09 12	40780.80	0.00	473.91	0.00	11.03	11.03	680.12
1987 10 10 12	40780.80	0.00	473.49	0.00	13.03	13.03	750.28
1987 10 11 12	40435.20	0.00	471.59	0.00	14.81	14.81	794.50
1987 10 12 12	40435.20	0.00	463.41	0.00	14.05	14.05	760.80
1987 10 13 12	40435.20	0.00	452.11	0.00	11.19	11.19	680.32
1987 10 14 12	40089.60	0.00	462.72	0.00	10.81	10.81	659.21
1987 10 15 12	40089.60	0.00	458.28	0.00	11.34	11.34	663.45
1987 10 16 12	40089.60	0.00	456.35	0.00	12.04	12.04	679.46
1987 10 17 12	39744.00	0.00	456.13	0.00	13.27	13.27	726.92
1987 10 18 12	39744.00	0.36	336.09	0.00	15.17	15.17	872.95
1987 10 19 12	39744.00	2.14	317.56	0.00	17.23	17.23	1041.71
1987 10 20 12	39398.40	0.71	340.31	0.00	15.50	15.50	1001.51
1987 10 21 12	39398.40	0.01	422.99	0.00	11.64	11.64	740.81
1987 10 22 12	39398.40	0.00	427.99	0.00	7.44	7.44	539.23
1987 10 23 12	39052.80	0.00	435.88	0.00	8.38	8.38	578.93
1987 10 24 12	39052.80	0.03	414.52	0.00	11.84	11.84	728.96
1987 10 25 12	39052.80	0.45	329.29	0.00	13.38	13.38	887.54
1987 10 26 12	38707.20	4.67	272.53	0.00	18.57	18.57	1301.00
1987 10 27 12	38707.20	1.51	309.37	0.00	17.10	17.10	1189.30
1987 10 28 12	38707.20	0.00	412.49	0.00	10.24	10.24	694.07
1987 10 29 12	38361.60	0.00	405.95	0.00	8.93	8.93	608.96
1987 10 30 12	38361.60	0.00	411.27	0.00	10.52	10.52	675.95
1987 10 31 12	38361.60	0.00	401.18	0.00	14.24	14.24	827.80
1987 11 01 12	38016.00	0.00	399.50	0.00	15.85	15.85	892.49
1987 11 02 12	38016.00	0.00	396.08	0.00	16.26	16.26	906.70
1987 11 03 12	38016.00	0.00	384.02	0.00	16.79	16.79	977.44
1987 11 04 12	37749.06	0.54	285.51	0.00	17.17	17.17	1047.53
1987 11 05 12	37670.40	0.18	369.96	0.00	16.51	16.51	967.98
1987 11 06 12	37670.40	0.00	380.12	0.00	11.96	11.96	722.55
1987 11 07 12	37660.83	0.54	290.95	0.00	10.27	10.27	660.76
1987 11 08 12	37324.80	6.05	287.03	0.00	12.02	12.02	764.16
1987 11 09 12	37324.80	10.28	259.62	0.00	15.41	15.41	1010.69
1987 11 10 12	37324.80	2.90	194.49	0.00	13.87	13.87	991.64
1987 11 11 12	37132.62	0.04	319.29	0.00	5.86	5.86	576.16
1987 11 12 12	36979.20	0.00	363.35	0.00	3.38	3.38	434.58
1987 11 13 12	36979.20	0.00	365.44	0.00	4.59	4.59	456.04
1987 11 14 12	36979.20	0.00	371.90	0.00	6.93	6.93	521.38
1987 11 15 12	36712.26	11.69	278.29	0.00	9.96	9.96	655.12
1987 11 16 12	36633.60	26.36	267.93	0.00	13.01	13.01	865.27
1987 11 17 12	36633.60	7.51	280.36	0.00	17.40	17.40	1182.83
1987 11 18 12	36633.60	0.01	349.89	0.00	10.54	10.54	739.51
1987 11 19 12	36441.43	0.08	278.85	0.00	9.32	9.32	672.92
1987 11 20 12	36288.00	0.03	341.49	0.00	7.55	7.55	571.28
1987 11 21 12	36288.00	0.00	351.66	0.00	3.79	3.79	418.53
1987 11 22 12	36288.00	0.00	347.40	0.00	3.49	3.49	422.04
1987 11 23 12	36278.43	0.00	350.60	0.00	6.81	6.81	552.52
1987 11 24 12	36021.06	0.06	328.90	0.00	12.52	12.52	842.22
1987 11 25 12	35942.40	10.15	227.71	0.00	15.95	15.95	1153.93
1987 11 26 12	35942.40	14.54	190.60	0.00	18.11	18.11	1425.99
1987 11 27 12	35942.40	14.58	128.06	0.00	17.00	17.00	1452.98
1987 11 28 12	35942.40	6.09	186.20	0.00	15.64	15.64	1234.02
1987 11 29 12	35819.48	0.82	311.93	0.00	8.57	8.57	719.09
1987 11 30 12	35613.81	0.00	292.70	0.00	7.76	7.76	686.17
1987 12 01 12	35596.80	0.00	195.71	0.00	7.12	7.12	700.48
1987 12 02 12	35596.80	0.00	326.41	0.00	3.26	3.26	480.41
1987 12 03 12	35596.80	0.00	326.67	0.00	4.55	4.55	492.07
1987 12 04 12	35596.80	0.00	334.31	0.00	7.38	7.38	540.26
1987 12 05 12	35596.80	0.00	324.43	0.00	4.17	4.17	444.55
1987 12 06 12	35473.89	0.00	319.16	0.00	4.27	4.27	491.71
1987 12 07 12	35329.86	0.00	319.53	0.00	8.60	8.60	695.74
1987 12 08 12	35251.20	3.09	204.43	0.00	12.47	12.47	1003.62
1987 12 09 12	35251.20	2.19	138.76	0.00	14.85	14.85	1238.29
1987 12 10 12	35251.20	0.39	305.68	0.00	12.71	12.71	922.63
1987 12 11 12	35251.20	0.04	314.37	0.00	9.58	9.58	687.64
1987 12 12 12	35251.20	6.22	242.98	0.00	10.42	10.42	709.47
1987 12 13 12	35251.20	7.22	235.08	0.00	9.99	9.99	719.15
1987 12 14 12	35251.20	5.59	223.92	0.00	10.26	10.26	780.83
1987 12 15 12	35251.20	1.29	307.81	0.00	11.58	11.58	771.99
1987 12 16 12	35251.20	0.00	285.57	0.00	4.42	4.42	491.63
1987 12 17 12	35251.20	0.08	289.77	0.00	0.20	0.20	376.96
1987 12 18 12	35251.20	0.71	291.48	0.00	0.83	0.83	398.68
1987 12 19 12	35251.20	8.91	242.35	0.00	4.24	4.24	565.97
1987 12 20 12	35251.20	7.71	204.34	0.00	11.17	11.17	922.87
1987 12 21 12	35251.20	3.45	207.95	0.00	13.17	13.17	1010.99
1987 12 22 12	35251.20	2.83	81.94	0.00	9.73	9.73	902.80
1987 12 23 12	35251.20	5.02	242.76	0.00	6.47	6.47	640.69
1987 12 24 12	35251.20	2.49	237.12	0.00	9.56	9.56	772.06
1987 12 25 12	35251.20	7.09	182.10	0.00	15.13	15.13	1200.22
1987 12 26 12	35251.20	11.17	220.54	0.00	15.71	15.71	1178.52
1987 12 27 12	35251.20	10.09	145.12	0.00	13.39	13.39	1097.71
1987 12 28 12	35251.20	2.82	169.44	0.00	10.89	10.89	945.77
1987 12 29 12	35251.20	0.15	277.53	0.00	5.94	5.94	631.53
1987 12 30 12	35251.20	2.09	244.10	0.00	3.61	3.61	492.23
1987 12 31 12	35251.20	3.46	226.10	0.00	5.01	5.01	603.01
1988 01 01 12	35251.20	3.71	111.22	0.00	9.08	9.08	867.00
1988 01 02 12	35251.20	3.01	216.82	0.00	4.89	4.89	626.62
1988 01 03 12	35268.21	4.48	204.51	0.00	4.46	4.46	581.10
1988 01 04 12	35404.62	1.26	251.89	0.00	3.09	3.09	527.47
1988 01 05 12	35536.19	2.82	230.02	0.00	0.85	0.85	428.42
1988 01 06 12	35596.80	10.52	160.41	0.00	-1.24	-1.24	395.31
1988 01 07 12	35596.80	11.07	143.15	0.00	-2.20	-2.20	400.19
1988 01 08 12	35596.80	2.74	120.70	0.00	-1.91	-1.91	411.70
1988 01 09 12	35596.80	0.04	174.77	0.00	-3.95	-3.95	343.43
1988 01 10 12	35596.80	0.00	230.70	0.00	-5.57	-5.57	291.46
1988 01 11 12	35675.46	0.13	313.37	0.00	-4.52	-4.52	285.15
1988 01 12 12	35932.83	1.75	301.20	0.00	-0.79	-0.79	348.98
1988 01 13 12	35942.40	2.36	291.27	0.00	3.53	3.53	468.66
1988 01 14 12	35942.40	0.60	365.02	0.00	-0.88	-0.88	347.50
1988 01 15 12	35942.40	2.18	313.96	0.00	-0.75	-0.75	351.83
1988 01 16 12	35942.40	3.22	308.23	0.00	1.53	1.53	416.04
1988 01 17 12	36165.09	5.63	287.41	0.00	6.25	6.25	655.09
1988 01 18 12	36288.00	23.06	181.46	0.00	11.18	11.18	1038.76
1988 01 19 12	36288.00	38.89	189.99	0.00	13.49	13.49	1192.27
1988 01 20 12	36288.00	10.58	348.51	0.00	12.39	12.39	935.80
1988 01 21 12	36305.01	0.00	363.94	0.00	7.60	7.60	620.75
1988 01 22 12	36624.03	0.00	315.19	0.00	3.93	3.93	528.46
1988 01 23 12	36633.60	0.25	274.78	0.00	2.48	2.48	493.15
1988 01 24 12	36633.60	3.20	279.44	0.00	3.15	3.15	475.83
1988 01 25 12	36633.60	1.04	370.01	0.00	3.72	3.72	467.44
1988 01 26 12	36918.59	0.00	380.71	0.00	1.13	1.13	363.35
1988 01 27 12	36979.20	0.00	373.66	0.00	-2.00	-2.00	300.33
1988 01 28 12	36979.20	0.00	387.06	0.00	-0.88	-0.88	337.14
1988 01 29 12	36979.20	0.00	394.13	0.00	3.59	3.59	435.41
1988 01 30 12	37315.23	0.92	298.50	0.00	6.50	6.50	552.22
1988 01 31 12	37324.80	5.13	278.25	0.00	11.66	11.66	866.84
1988 02 01 12	37324.80	13.24	217.61	0.00	13.29	13.29	1137.73
1988 02 02 12	37403.46	24.23	158.38	0.00	15.62	15.62	1414.97
1988 02 03 12	37670.40	8.15	196.33	0.00	15.00	15.00	1304.63
1988 02 04 12	37670.40	0.46	321.00	0.00	11.90	11.90	972.90
1988 02 05 12	37670.40	0.00	323.77	0.00	5.39	5.39	598.78
1988 02 06 12	38006.43	0.00	392.73	0.00	-1.37	-1.37	328.19
1988 02 07 12	38016.00	0.00	381.06	0.00	-4.36	-4.36	258.76
1988 02 08 12	38016.00	0.00	412.27	0.00	-2.76	-2.76	298.84
1988 02 09 12	38238.69	0.00	408.64	0.00	2.00	2.00	412.75
1988 02 10 12	38361.60	0.44	331.53	0.00	4.00	4.00	458.93
1988 02 11 12	38361.60	1.35	317.31	0.00	5.80	5.80	475.31
1988 02 12 12	38440.26	0.40	428.45	0.00	1.19	1.19	332.07
1988 02 13 12	38707.20	4.62	296.56	0.00	-2.61	-2.61	307.37
1988 02 14 12	38707.20	17.18	367.86	0.00	0.38	0.38	381.28
1988 02 15 12	38724.21	5.40	401.83	0.00	6.47	6.47	515.24
1988 02 16 12	39052.80	0.06	453.36	0.00	1.91	1.91	397.87
1988 02 17 12	39052.80	2.26	376.81	0.00	3.83	3.83	452.36
1988 02 18 12	39069.81	5.50	367.87	0.00	7.34	7.34	589.30
1988 02 19 12	39398.40	1.69	275.21	0.00	8.84	8.84	769.01
1988 02 20 12	39398.40	0.04	375.98	0.00	7.27	7.27	708.69
1988 02 21 12	39415.41	0.00	479.22	0.00	4.76	4.76	520.86
1988 02 22 12	39744.00	0.00	470.71	0.00	5.10	5.10	535.68
1988 02 23 12	39744.00	0.53	375.26	0.00	9.48	9.48	662.32
1988 02 24 12	39897.43	0.18	490.24	0.00	8.32	8.32	563.36
1988 02 25 12	40089.60	0.00	484.69	0.00	3.92	3.92	438.53
1988 02 26 12	40089.60	0.00	502.19	0.00	4.01	4.01	443.59
1988 02 27 12	40425.63	0.00	507.92	0.00	6.85	6.85	508.37
1988 02 28 12	40435.20	0.00	508.55	0.00	9.93	9.93	595.71
1988 02 29 12	40435.20	0.66	448.50	0.00	9.88	9.88	601.61
1988 03 01 12	40780.80	1.32	385.16	0.00	9.84	9.84	607.52
1988 03 02 12	40780.80	6.77	382.31	0.00	9.59	9.59	620.34
1988 03 03 12	40780.80	14.94	374.86	0.00	11.45	11.45	773.00
1988 03 04 12	41126.40	4.53	309.61	0.00	15.71	15.71	1111.01
1988 03 05 12	41126.40	0.08	288.43	0.00	9.76	9.76	843.25
1988 03 06 12	41126.40	0.24	421.63	0.00	5.98	5.98	639.83
1988 03 07 12	41472.00	1.23	351.00	0.00	8.46	8.46	705.74
1988 03 08 12	41472.00	7.10	365.89	0.00	11.26	11.26	812.94
1988 03 09 12	41817.60	4.47	274.79	0.00	14.39	14.39	1057.27
1988 03 10 12	41817.60	0.74	394.32	0.00	10.77	10.77	867.29
1988 03 11 12	41817.60	1.05	364.68	0.00	8.81	8.81	722.69
1988 03 12 12	42163.20	5.51	369.12	0.00	11.02	11.02	768.15
1988 03 13 12	42163.20	1.72	448.12	0.00	10.49	10.49	747.75
1988 03 14 12	42163.20	0.00	459.09	0.00	7.11	7.11	604.08
1988 03 15 12	42508.80	0.00	462.10	0.00	1.91	1.91	422.91
1988 03 16 12	42508.80	0.00	492.42	0.00	1.97	1.97	419.47
1988 03 17 12	42844.83	2.10	386.33	0.00	3.95	3.95	477.90
1988 03 18 12	42854.40	1.87	379.91	0.00	7.25	7.25	593.62
1988 03 19 12	42854.40	0.40	366.51	0.00	5.17	5.17	599.52
1988 03 20 12	43200.00	0.00	488.08	0.00	6.93	6.93	668.33
1988 03 21 12	43200.00	0.00	519.13	0.00	12.11	12.11	815.79
1988 03 22 12	43200.00	0.00	524.29	0.00	14.19	14.19	888.09
1988 03 23 12	43545.60	0.00	521.08	0.00	16.17	16.17	1028.20
1988 03 24 12	43545.60	4.25	351.95	0.00	18.35	18.35	1327.34
1988 03 25 12	43555.17	5.30	338.41	0.00	19.68	19.68	1488.87
1988 03 26 12	43891.20	1.34	276.59	0.00	16.92	16.92	1321.49
1988 03 27 12	43891.20	0.01	546.76	0.00	12.81	12.81	828.58
1988 03 28 12	44236.80	3.20	414.62	0.00	13.19	13.19	788.79
1988 03 29 12	44236.80	10.84	409.34	0.00	15.03	15.03	945.62
1988 03 30 12	44236.80	4.86	376.56	0.00	18.77	18.77	1304.02
1988 03 31 12	44582.40	3.55	258.16	0.00	17.29	17.29	1427.90
1988 04 01 12	44582.40	5.06	318.76	0.00	18.95	18.95	1614.97
1988 04 02 12	44582.40	11.43	260.30	0.00	20.62	20.62	1790.52
1988 04 03 12	44928.00	5.86	249.11	0.00	19.82	19.82	1738.53
1988 04 04 12	44928.00	0.95	362.76	0.00	19.40	19.40	1587.42
1988 04 05 12	45273.60	2.69	399.26	0.00	18.79	18.79	1320.85
1988 04 06 12	45273.60	1.26	454.38	0.00	19.70	19.70	1230.28
1988 04 07 12	45273.60	0.13	536.18	0.00	16.25	16.25	1015.82
1988 04 08 12	45619.20	0.00	549.98	0.00	14.48	14.48	913.68
1988 04 09 12	45619.20	0.14	512.75	0.00	13.83	13.83	876.28
1988 04 10 12	45619.20	7.91	425.57	0.00	15.39	15.39	945.06
1988 04 11 12	45964.80	17.29	419.41	0.00	16.12	16.12	968.92
1988 04 12 12	45964.80	4.95	297.08	0.00	10.88	10.88	865.15
1988 04 13 12	45974.37	0.02	539.07	0.00	10.95	10.95	851.08
1988 04 14 12	46310.40	0.00	570.96	0.00	14.40	14.40	911.19
1988 04 15 12	46310.40	0.00	568.42	0.00	16.28	16.28	974.78
1988 04 16 12	46502.57	0.46	517.58	0.00	16.05	16.05	966.58
1988 04 17 12	46656.00	10.43	413.94	0.00	14.13	14.13	944.63
1988 04 18 12	46656.00	22.99	423.75	0.00	16.17	16.17	1058.64
1988 04 19 12	46984.59	6.57	499.92	0.00	17.58	17.58	1058.45
1988 04 20 12	47001.60	0.02	578.22	0.00	11.97	11.97	752.46
1988 04 21 12	47001.60	0.00	586.86	0.00	13.00	13.00	831.78
1988 04 22 12	47330.19	0.01	524.32	0.00	18.13	18.13	1214.15
1988 04 23 12	47347.20	0.71	227.45	0.00	20.04	20.04	1658.25
1988 04 24 12	47347.20	0.37	395.25	0.00	20.22	20.22	1591.13
1988 04 25 12	47675.79	0.30	446.24	0.00	17.11	17.11	1181.74
1988 04 26 12	47692.80	0.08	483.94	0.00	15.92	15.92	1112.28
1988 04 27 12	47692.80	0.00	570.46	0.00	16.61	16.61	1028.14
1988 04 28 12	47959.74	0.00	592.42	0.00	13.56	13.56	789.23
1988 04 29 12	48038.40	0.00	594.62	0.00	13.00	13.00	771.63
1988 04 30 12	48038.40	0.00	586.82	0.00	14.39	14.39	838.18
1988 05 01 12	48161.31	0.02	586.03	0.00	13.42	13.42	811.31
1988 05 02 12	48384.00	3.76	448.20	0.00	14.79	14.79	889.54
1988 05 03 12	48384.00	4.57	439.26	0.00	16.14	16.14	966.70
1988 05 04 12	48393.57	1.12	565.77	0.00	17.78	17.78	1043.39
1988 05 05 12	48729.60	0.00	553.89	0.00	16.10	16.10	976.65
1988 05 06 12	48729.60	0.00	584.68	0.00	16.05	16.05	943.75
1988 05 07 12	48729.60	0.06	538.80	0.00	16.88	16.88	985.72
1988 05 08 12	48996.54	1.32	435.78	0.00	18.39	18.39	1170.59
1988 05 09 12	49075.20	11.84	387.92	0.00	21.72	21.72	1544.84
1988 05 10 12	49075.20	4.30	392.00	0.00	21.93	21.93	1563.46
1988 05 11 12	49084.77	0.17	583.13	0.00	18.07	18.07	1114.03
1988 05 12 12	49420.80	0.00	578.46	0.00	18.35	18.35	1085.41
1988 05 13 12	49420.80	0.00	562.12	0.00	18.39	18.39	1162.72
1988 05 14 12	49420.80	0.63	448.71	0.00	20.26	20.26	1330.79
1988 05 15 12	49481.41	0.44	491.05	0.00	22.01	22.01	1408.14
1988 05 16 12	49766.40	0.14	514.71	0.00	22.72	22.72	1450.49
1988 05 17 12	49766.40	0.02	560.04	0.00	22.30	22.30	1342.53
1988 05 18 12	49766.40	0.00	583.42	0.00	19.29	19.29	1105.38
1988 05 19 12	49775.97	0.00	571.72	0.00	18.54	18.54	1092.66
1988 05 20 12	50094.99	0.00	576.49	0.00	19.19	19.19	1146.17
1988 05 21 12	50112.00	1.66	484.52	0.00	20.51	20.51	1311.89
1988 05 22 12	50112.00	23.46	396.76	0.00	22.47	22.47	1546.19
1988 05 23 12	50112.00	24.50	387.46	0.00	20.85	20.85	1495.97
1988 05 24 12	50234.91	12.81	376.13	0.00	20.48	20.48	1485.55
1988 05 25 12	50457.60	2.40	448.91	0.00	18.33	18.33	1299.02
1988 05 26 12	50457.60	0.00	569.30	0.00	16.17	16.17	1049.05
1988 05 27 12	50457.60	0.00	578.30	0.00	17.00	17.00	1050.74
1988 05 28 12	50457.60	0.00	584.04	0.00	18.21	18.21	1127.54
1988 05 29 12	50467.17	0.00	573.88	0.00	20.38	20.38	1284.44
1988 05 30 12	50724.54	0.00	567.63	0.00	21.64	21.64	1385.50
1988 05 31 12	50803.20	0.00	564.55	0.00	22.68	22.68	1478.72
1988 06 01 12	50803.20	0.98	423.01	0.00	23.21	23.21	1571.06
1988 06 02 12	50803.20	0.33	554.95	0.00	23.62	23.62	1566.41
1988 06 03 12	50803.20	0.00	550.95	0.00	24.23	24.23	1630.39
1988 06 04 12	50803.20	0.00	524.98	0.00	23.96	23.96	1586.56
1988 06 05 12	50812.77	0.00	570.26	0.00	19.65	19.65	1237.91
1988 06 06 12	50995.38	0.00	567.96	0.00	20.45	20.45	1284.30
1988 06 07 12	51131.79	0.00	569.93	0.00	21.57	21.57	1348.30
1988 06 08 12	51148.80	0.00	569.07	0.00	22.88	22.88	1457.60
1988 06 09 12	51148.80	0.01	502.26	0.00	24.40	24.40	1544.71
